Artist and Title,Artist,Streams,Daily,year,main_genre,genres,first_genre,second_genre,third_genre
Chris Brown - Bitches N Marijuana,Chris Brown,153181298,18651,2015.0,R&B/Soul,"['r&b', 'rap']",r&b,rap,Unknown
Lil Dicky - Professional Rapper,Lil Dicky,152774032,14024,2015.0,Hip-Hop/Rap,"['comedy rap', 'indie pop rap', 'pop rap']",comedy rap,indie pop rap,pop rap
Kendrick Lamar - These Walls,Kendrick Lamar,152746600,75258,2015.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",conscious hip hop,hip hop,rap
"Tyler, The Creator - FUCKING YOUNG / PERFECT","Tyler, The Creator",152654762,45825,2015.0,Hip-Hop/Rap,"['hip hop', 'rap']",hip hop,rap,Unknown
Billy Currington - Don't It,Billy Currington,152414105,29270,2015.0,World/Traditional,"['contemporary country', 'country', 'country road']",contemporary country,country,country road
Martin Garrix - Forbidden Voices,Martin Garrix,152378896,17258,2015.0,Electronic/Dance,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",dutch edm,edm,pop
Breaking Benjamin - Angels Fall,Breaking Benjamin,152334619,46038,2015.0,Metal,"['alternative metal', 'nu metal', 'post-grunge']",alternative metal,nu metal,post-grunge
Banda MS de Sergio Lizárraga - Piénsalo,Banda MS de Sergio Lizárraga,152024392,55225,2015.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno
Imagine Dragons - Roots,Imagine Dragons,151875587,44027,2015.0,Rock,"['modern rock', 'pop', 'rock']",modern rock,pop,rock
Eva Simons - Policeman,Eva Simons,151556703,44273,2015.0,Pop,['dutch pop'],dutch pop,Unknown,Unknown
Alexis y Fido - Una en un Millón,Alexis y Fido,151414820,38481,2015.0,Hip-Hop/Rap,"['latin hip hop', 'reggaeton', 'urbano latino']",latin hip hop,reggaeton,urbano latino
Young Thug - Check,Young Thug,151196877,41240,2015.0,Hip-Hop/Rap,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",atl hip hop,atl trap,gangster rap
Preto no Branco - Ninguém Explica Deus,Preto no Branco,150921561,73359,2015.0,World/Traditional,"['adoracao', 'brazilian gospel', 'groove gospel', 'pagode baiano', 'pop nacional', 'rap cristao', 'reggae cristao', 'rock gospel brasileiro']",adoracao,brazilian gospel,groove gospel
Old Dominion - Song for Another Time,Old Dominion,150786870,29778,2015.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road
Manuel Medrano - Afuera Del Planeta,Manuel Medrano,150639187,118355,2015.0,Pop,['colombian pop'],colombian pop,Unknown,Unknown
James Bay - Let It Go,James Bay,150538984,12356,2015.0,Rock,"['neo mellow', 'pop', 'uk pop']",neo mellow,pop,uk pop
Melanie Martinez - Alphabet Boy,Melanie Martinez,150082445,57540,2015.0,Hip-Hop/Rap,"['alt z', 'electropop', 'pop']",alt z,electropop,pop
Adele - I Miss You,Adele,149979991,59313,2015.0,Pop,['clap and tap'],clap and tap,Unknown,Unknown
The Internet - Girl,The Internet,149420186,42074,2015.0,R&B/Soul,"['alternative r&b', 'lgbtq+ hip hop']",alternative r&b,lgbtq+ hip hop,Unknown
Marama - Noche Loca,Marama,149206176,49506,2015.0,Pop,['cumbia pop'],cumbia pop,Unknown,Unknown
Little Mix - Hair,Little Mix,149059073,23022,2015.0,Pop,"['girl group', 'pop', 'talent show', 'uk pop']",girl group,pop,talent show
Kontra K - Erfolg ist kein Glück,Kontra K,148904600,60846,2015.0,Hip-Hop/Rap,"['german hip hop', 'german pop']",german hip hop,german pop,Unknown
Twenty One Pilots - Not Today,Twenty One Pilots,148464520,20529,2015.0,Rock,"['modern rock', 'pop', 'pov: indie', 'rock']",modern rock,pop,pov: indie
Sleeping At Last - Chasing Cars,Sleeping At Last,148278195,23700,2015.0,R&B/Soul,"['ambient worship', 'chamber pop']",ambient worship,chamber pop,Unknown
TIAGO IORC - Coisa Linda,TIAGO IORC,148259259,55568,2015.0,World/Traditional,"['folk brasileiro', 'mpb', 'nova mpb']",folk brasileiro,mpb,nova mpb
Big Sean - One Man Can Change The World,Big Sean,147897583,11145,2015.0,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",detroit hip hop,hip hop,pop rap
Calibre 50 - Aunque Ahora Estés Con Él,Calibre 50,147166377,52267,2015.0,World/Traditional,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']",banda,corrido,musica mexicana
Alfons - Ganjaman,Alfons,147071362,31151,2015.0,World/Traditional,"['banda', 'musica mexicana', 'sierreno']",banda,musica mexicana,sierreno
Lauren Daigle - Trust in You,Lauren Daigle,146865207,53597,2015.0,Other,"['ccm', 'christian alternative rock', 'christian music']",ccm,christian alternative rock,christian music
Fall Out Boy - Irresistible,Fall Out Boy,146507336,31965,2015.0,Rock,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",emo,modern rock,pop
X Ambassadors - Jungle,X Ambassadors,146477529,16497,2015.0,Rock,"['modern alternative rock', 'modern rock', 'stomp pop']",modern alternative rock,modern rock,stomp pop
Dzeko & Torres - L'amour toujours,Dzeko & Torres,146017392,28104,2015.0,Electronic/Dance,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'sky room']",dutch house,edm,electro house
Robin Schulz - Heatwave,Robin Schulz,145685267,18486,2015.0,Electronic/Dance,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",deep euro house,deep house,edm
Gente De Zona - Traidora,Gente De Zona,145289992,21625,2015.0,Electronic/Dance,"['cubaton', 'electro latino', 'latin hip hop', 'latin pop', 'reparto']",cubaton,electro latino,latin hip hop
Phillipa Soo - Burn,Phillipa Soo,145268213,71828,2015.0,Classical/Orchestral,"['broadway', 'show tunes']",broadway,show tunes,Unknown
Kodaline - The One,Kodaline,145214830,23112,2015.0,Pop,"['irish pop', 'modern rock', 'neo mellow']",irish pop,modern rock,neo mellow
Van Morrison - Days Like This,Van Morrison,145026069,150331,2015.0,Rock,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",classic rock,folk,folk rock
CRO - Bye Bye,CRO,144999832,69479,2015.0,Electronic/Dance,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']",indietronica,metropopolis,nu disco
Jain - Come,Jain,144746222,39951,2015.0,Pop,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",desi pop,hindi indie,indian indie
The Weeknd - As You Are,The Weeknd,144595390,45331,2015.0,R&B/Soul,"['canadian contemporary r&b', 'canadian pop', 'pop']",canadian contemporary r&b,canadian pop,pop
Kehlani - The Way,Kehlani,144526838,12350,2015.0,Pop,"['pop', 'r&b', 'rap']",pop,r&b,rap
Future - Stick Talk,Future,144329027,69121,2015.0,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",atl hip hop,hip hop,rap
The Game - 100,The Game,144175868,11595,2015.0,Hip-Hop/Rap,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",detroit hip hop,gangster rap,hip hop
2 Chainz - Watch Out,2 Chainz,143686078,8113,2015.0,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",atl hip hop,hip hop,pop rap
Luke Bryan - Strip It Down,Luke Bryan,143417118,22873,2015.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road
TWICE - Like Ooh-Ahh,TWICE,143401887,56443,2015.0,Pop,"['k-pop', 'k-pop girl group', 'pop']",k-pop,k-pop girl group,pop
Lana Del Rey - Freak,Lana Del Rey,142888235,73310,2015.0,Pop,"['art pop', 'pop']",art pop,pop,Unknown
Bring Me The Horizon - Avalanche,Bring Me The Horizon,142714011,32196,2015.0,Metal,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",melodic metalcore,metalcore,modern rock
Rihanna - American Oxygen,Rihanna,142253947,4349,2015.0,Pop,"['barbadian pop', 'pop', 'urban contemporary']",barbadian pop,pop,urban contemporary
Maribou State - Midas,Maribou State,142228676,112833,2015.0,Electronic/Dance,"['electronica', 'future garage', 'indie soul']",electronica,future garage,indie soul
"Tito ""El Bambino"" - El Amor","Tito ""El Bambino""",142076176,115587,2015.0,Hip-Hop/Rap,"['latin hip hop', 'reggaeton', 'urbano latino']",latin hip hop,reggaeton,urbano latino
Jack Ü - To Ü,Jack Ü,141794177,16542,2015.0,Electronic/Dance,"['edm', 'electro house', 'pop dance']",edm,electro house,pop dance
Ellie Goulding - Something In The Way You Move,Ellie Goulding,141551361,10911,2015.0,Electronic/Dance,"['indietronica', 'metropopolis', 'pop', 'uk pop']",indietronica,metropopolis,pop
Bryson Tiller - Been That Way,Bryson Tiller,139890945,25060,2015.0,Hip-Hop/Rap,"['kentucky hip hop', 'r&b', 'rap']",kentucky hip hop,r&b,rap
Oh Wonder - All We Do,Oh Wonder,139832743,15627,2015.0,Pop,"['electropop', 'indie poptimism', 'pov: indie']",electropop,indie poptimism,pov: indie
Tame Impala - Disciples,Tame Impala,139719527,119859,2015.0,Indie/Alternative,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",australian psych,modern rock,neo-psychedelic
Oh Wonder - Technicolour Beat,Oh Wonder,139693671,18706,2015.0,Pop,"['electropop', 'indie poptimism', 'pov: indie']",electropop,indie poptimism,pov: indie
Leslie Odom Jr. - Dear Theodosia,Leslie Odom Jr.,139567923,56945,2015.0,Classical/Orchestral,"['broadway', 'show tunes', 'vocal jazz']",broadway,show tunes,vocal jazz
Joe Arroyo - En Barranquilla Me Quedo,Joe Arroyo,138975930,95740,2015.0,World/Traditional,"['salsa', 'salsa colombiana', 'tropical']",salsa,salsa colombiana,tropical
Hayley Kiyoko - Girls Like Girls,Hayley Kiyoko,138830507,20705,2015.0,Hip-Hop/Rap,"['alt z', 'indie poptimism', 'pop']",alt z,indie poptimism,pop
"Tyler, The Creator - SMUCKERS","Tyler, The Creator",138628502,55685,2015.0,Hip-Hop/Rap,"['hip hop', 'rap']",hip hop,rap,Unknown
One Direction - Temporary Fix,One Direction,138418683,26484,2015.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop
Ben Rector - Brand New,Ben Rector,138289822,29516,2015.0,Pop,"['acoustic pop', 'indiecoustica', 'lds youth', 'neo mellow', 'piano rock']",acoustic pop,indiecoustica,lds youth
WSTRN - In2,WSTRN,138208456,24298,2015.0,Hip-Hop/Rap,"['afroswing', 'grime', 'uk hip hop']",afroswing,grime,uk hip hop
Of Monsters and Men - Crystals,Of Monsters and Men,137375399,25975,2015.0,Pop,"['folk-pop', 'metropopolis', 'modern rock', 'stomp and holler']",folk-pop,metropopolis,modern rock
Sam Feldt - Show Me Love,Sam Feldt,137368739,11714,2015.0,Electronic/Dance,"['edm', 'pop dance', 'progressive electro house', 'tropical house']",edm,pop dance,progressive electro house
Travis Scott - Oh My Dis Side,Travis Scott,137316576,54466,2015.0,Hip-Hop/Rap,"['rap', 'slap house']",rap,slap house,Unknown
Zac Brown Band - Loving You Easy,Zac Brown Band,137035226,41824,2015.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road
BTS - Hold Me Tight,BTS,137008821,27840,2015.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
Rubén Blades - Pedro Navaja,Rubén Blades,136818788,96780,2015.0,World/Traditional,"['latin jazz', 'salsa', 'tipico', 'tropical']",latin jazz,salsa,tipico
Alabama Shakes - Don't Wanna Fight,Alabama Shakes,136724063,23389,2015.0,Indie/Alternative,"['alabama indie', 'modern blues rock', 'rock']",alabama indie,modern blues rock,rock
Brett Eldredge - Drunk on Your Love,Brett Eldredge,136619948,18288,2015.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road
Rae Sremmurd - No Flex Zone,Rae Sremmurd,136531198,14161,2015.0,Hip-Hop/Rap,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",melodic rap,mississippi hip hop,pop rap
Mobb Deep - Outro: Outta Control,Mobb Deep,136468306,75136,2015.0,Hip-Hop/Rap,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']",east coast hip hop,hardcore hip hop,hip hop
Imagine Dragons - Battle Cry,Imagine Dragons,136456869,20988,2015.0,Rock,"['modern rock', 'pop', 'rock']",modern rock,pop,rock
Manuel Medrano - Quédate,Manuel Medrano,136405741,53519,2015.0,Pop,['colombian pop'],colombian pop,Unknown,Unknown
Carnage - I Like Tuh,Carnage,136380312,8121,2015.0,Electronic/Dance,"['dutch house', 'edm', 'electro house', 'electronic trap']",dutch house,edm,electro house
NEEDTOBREATHE - Brother,NEEDTOBREATHE,136341645,55072,2015.0,Other,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'folk-pop']",ccm,christian alternative rock,christian indie
Fiersa Besari - Garis Terdepan,Fiersa Besari,136332038,65846,2015.0,Indie/Alternative,"['bandung indie', 'indonesian folk pop', 'indonesian indie', 'indonesian pop', 'indonesian pop punk']",bandung indie,indonesian folk pop,indonesian indie
Boyce Avenue - We Can't Stop,Boyce Avenue,135993437,43087,2015.0,Pop,"['acoustic cover', 'neo mellow', 'viral pop']",acoustic cover,neo mellow,viral pop
Future - Thought It Was a Drought,Future,135990704,37246,2015.0,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",atl hip hop,hip hop,rap
The Weeknd - Angel,The Weeknd,135969123,26587,2015.0,R&B/Soul,"['canadian contemporary r&b', 'canadian pop', 'pop']",canadian contemporary r&b,canadian pop,pop
Jay Park - MOMMAE (Feat. Ugly Duck),Jay Park,135862729,74044,2015.0,Pop,"['k-pop', 'k-rap', 'korean r&b']",k-pop,k-rap,korean r&b
Leslie Odom Jr. - The Room Where It Happens,Leslie Odom Jr.,135521213,61044,2015.0,Classical/Orchestral,"['broadway', 'show tunes', 'vocal jazz']",broadway,show tunes,vocal jazz
Circa Waves - T-Shirt Weather,Circa Waves,135237662,43745,2015.0,Pop,"['britpop revival', 'english indie rock', 'indie surf', 'liverpool indie', 'modern alternative rock', 'modern rock']",britpop revival,english indie rock,indie surf
Mura Masa - Firefly,Mura Masa,135148060,15270,2015.0,Indie/Alternative,"['channel islands indie', 'electropop', 'escape room', 'hyperpop', 'indie soul', 'vapor soul']",channel islands indie,electropop,escape room
Shinedown - State of My Head,Shinedown,135112508,40935,2015.0,Metal,"['alternative metal', 'nu metal', 'post-grunge']",alternative metal,nu metal,post-grunge
Ty Dolla $ign - Blasé,Ty Dolla $ign,134589222,20677,2015.0,Hip-Hop/Rap,"['hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",hip hop,pop rap,r&b
Rihanna - Dancing In The Dark,Rihanna,134276497,113357,2015.0,Pop,"['barbadian pop', 'pop', 'urban contemporary']",barbadian pop,pop,urban contemporary
Coldplay - Birds,Coldplay,134198080,26063,2015.0,Rock,"['permanent wave', 'pop']",permanent wave,pop,Unknown
Sofi Tukker - Drinkee,Sofi Tukker,134150619,33896,2015.0,Electronic/Dance,['edm'],edm,Unknown,Unknown
Eric Bellinger - Valet,Eric Bellinger,134098644,24154,2015.0,Pop,"['pop r&b', 'r&b']",pop r&b,r&b,Unknown
The Weeknd - Real Life,The Weeknd,134096097,17591,2015.0,R&B/Soul,"['canadian contemporary r&b', 'canadian pop', 'pop']",canadian contemporary r&b,canadian pop,pop
Lana Del Rey - Music To Watch Boys To,Lana Del Rey,134051660,66904,2015.0,Pop,"['art pop', 'pop']",art pop,pop,Unknown
James Bay - If I Ain’t Got You,James Bay,134050124,29424,2015.0,Rock,"['neo mellow', 'pop', 'uk pop']",neo mellow,pop,uk pop
Gustavo Cerati - Deja Vu,Gustavo Cerati,133982780,79635,2015.0,Rock,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",argentine rock,latin alternative,latin rock
Ghost - Cirice,Ghost,133929970,47459,2015.0,Rock,"['hard rock', 'metal']",hard rock,metal,Unknown
Rita Ora - Body On Me ft. Chris Brown,Rita Ora,133382404,25545,2015.0,Pop,"['dance pop', 'pop', 'uk pop']",dance pop,pop,uk pop
Conjunto Primavera - Algo De Mí,Conjunto Primavera,133253885,152001,2015.0,World/Traditional,"['banda', 'musica chihuahuense', 'musica mexicana', 'norteno']",banda,musica chihuahuense,musica mexicana
Zion & Lennox - Pierdo la Cabeza,Zion & Lennox,133224331,16043,2015.0,World/Traditional,"['reggaeton', 'urbano latino']",reggaeton,urbano latino,Unknown
Nekfeu - On verra,Nekfeu,132180784,61200,2015.0,Hip-Hop/Rap,"['french hip hop', 'pop urbaine', 'rap conscient']",french hip hop,pop urbaine,rap conscient
A$AP Rocky - Electric Body,A$AP Rocky,132156121,18506,2015.0,Hip-Hop/Rap,"['east coast hip hop', 'hip hop', 'rap']",east coast hip hop,hip hop,rap
Fourtwnty - Hitam Putih,Fourtwnty,132040289,147173,2015.0,World/Traditional,"['indonesian folk', 'indonesian indie', 'indonesian pop']",indonesian folk,indonesian indie,indonesian pop
Original Broadway Cast of Hamilton - Yorktown (The World Turned Upside Down),Original Broadway Cast of Hamilton,131727788,43775,2015.0,Classical/Orchestral,"['broadway', 'show tunes']",broadway,show tunes,Unknown
Ozuna - Si Te Dejas Llevar,Ozuna,131478567,50788,2015.0,Pop,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",puerto rican pop,reggaeton,trap latino
Amy Winehouse - Stronger Than Me,Amy Winehouse,131417843,82276,2015.0,Pop,"['british soul', 'neo soul']",british soul,neo soul,Unknown
Anna Naklab - Supergirl,Anna Naklab,131206758,32339,2015.0,Electronic/Dance,['german dance'],german dance,Unknown,Unknown
Oh Wonder - Lose It,Oh Wonder,130214636,16536,2015.0,Pop,"['electropop', 'indie poptimism', 'pov: indie']",electropop,indie poptimism,pov: indie
Us The Duo - Better Together,Us The Duo,130211311,23487,2015.0,Pop,"['folk-pop', 'viral pop']",folk-pop,viral pop,Unknown
Jai Wolf - Indian Summer,Jai Wolf,129896343,16437,2015.0,Pop,['electropop'],electropop,Unknown,Unknown
Lin-Manuel Miranda - Ten Duel Commandments,Lin-Manuel Miranda,129821648,41104,2015.0,Classical/Orchestral,"['broadway', 'show tunes']",broadway,show tunes,Unknown
Leslie Odom Jr. - A Winter's Ball,Leslie Odom Jr.,129807196,47978,2015.0,Classical/Orchestral,"['broadway', 'show tunes', 'vocal jazz']",broadway,show tunes,vocal jazz
Lord Huron - Meet Me in the Woods,Lord Huron,129583045,90439,2015.0,Indie/Alternative,"['indie folk', 'stomp and holler']",indie folk,stomp and holler,Unknown
Banda Los Recoditos - Me Está Gustando,Banda Los Recoditos,129486327,45487,2015.0,World/Traditional,"['banda', 'banda sinaloense', 'musica mexicana', 'norteno']",banda,banda sinaloense,musica mexicana
Katie Melua - Wonderful Life,Katie Melua,129192452,71354,2015.0,Pop,['uk pop'],uk pop,Unknown,Unknown
The Weeknd - Losers,The Weeknd,129108202,19803,2015.0,R&B/Soul,"['canadian contemporary r&b', 'canadian pop', 'pop']",canadian contemporary r&b,canadian pop,pop
Joey Bada$$ - Paper Trail$,Joey Bada$$,129085487,24490,2015.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'rap']",conscious hip hop,hip hop,rap
Kendrick Lamar - The Blacker The Berry,Kendrick Lamar,128877359,38007,2015.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",conscious hip hop,hip hop,rap
Tame Impala - 'Cause I'm A Man,Tame Impala,128607945,27997,2015.0,Indie/Alternative,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",australian psych,modern rock,neo-psychedelic
La Sonora Dinamita - Que Nadie Sepa Mi Sufrir,La Sonora Dinamita,128411341,95253,2015.0,World/Traditional,"['cumbia', 'ranchera', 'salsa colombiana', 'tropical']",cumbia,ranchera,salsa colombiana
Bring Me The Horizon - Doomed,Bring Me The Horizon,127623573,49304,2015.0,Metal,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",melodic metalcore,metalcore,modern rock
Hillsong UNITED - Touch The Sky,Hillsong UNITED,127544091,42632,2015.0,Other,"['ccm', 'christian music', 'world worship', 'worship']",ccm,christian music,world worship
Tech N9ne - Hood Go Crazy,Tech N9ne,127261216,24133,2015.0,Hip-Hop/Rap,"['detroit hip hop', 'kansas city hip hop', 'pop rap']",detroit hip hop,kansas city hip hop,pop rap
A$AP Rocky - Excuse Me,A$AP Rocky,127182790,35906,2015.0,Hip-Hop/Rap,"['east coast hip hop', 'hip hop', 'rap']",east coast hip hop,hip hop,rap
Sia - Elastic Heart,Sia,126444490,39239,2015.0,Pop,['musical advocacy'],musical advocacy,Unknown,Unknown
Highly Suspect - Lydia,Highly Suspect,126293569,36914,2015.0,Rock,"['modern alternative rock', 'modern rock', 'post-grunge']",modern alternative rock,modern rock,post-grunge
Skepta - Shutdown,Skepta,126031283,29933,2015.0,Hip-Hop/Rap,"['birmingham grime', 'grime', 'instrumental grime', 'uk hip hop']",birmingham grime,grime,instrumental grime
The Neighbourhood - Prey,The Neighbourhood,124993180,32049,2015.0,Rock,"['modern alternative rock', 'modern rock', 'pop']",modern alternative rock,modern rock,pop
G-Eazy - Drifting,G-Eazy,124892739,11576,2015.0,Pop,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",indie pop rap,oakland hip hop,pop rap
Icona Pop - Emergency,Icona Pop,124806314,13175,2015.0,Pop,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'swedish electropop', 'swedish synthpop']",candy pop,dance pop,electropop
One Direction - Wolves,One Direction,124663515,21167,2015.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop
Tiësto - Secrets,Tiësto,124642938,40254,2015.0,Electronic/Dance,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",big room,brostep,dutch edm
Justin Bieber - Children,Justin Bieber,124593142,7967,2015.0,Pop,"['canadian pop', 'pop']",canadian pop,pop,Unknown
Mumford & Sons - The Wolf,Mumford & Sons,124584526,15823,2015.0,Rock,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",modern folk rock,modern rock,neo mellow
Logic - Fade Away,Logic,124361006,10691,2015.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']",conscious hip hop,hip hop,pop rap
Adele - River Lea,Adele,124325343,43098,2015.0,Pop,['clap and tap'],clap and tap,Unknown,Unknown
Quinn XCII - Another Day in Paradise,Quinn XCII,124014579,19356,2015.0,Pop,['indie pop rap'],indie pop rap,Unknown,Unknown
Yandel - Nunca Me Olvides,Yandel,123953723,54004,2015.0,Hip-Hop/Rap,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']",electro latino,reggaeton,trap latino
Alejandro Sanz - A Que No Me Dejas,Alejandro Sanz,123651533,16862,2015.0,World/Traditional,"['cantautor', 'latin arena pop', 'latin pop', 'mexican pop']",cantautor,latin arena pop,latin pop
Drake - 6 Man,Drake,123457079,18619,2015.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop
Maluma - Sin Contrato,Maluma,123204594,58692,2015.0,Pop,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",latin pop,reggaeton,reggaeton colombiano
BTS - Autumn Leaves,BTS,123132589,28310,2015.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
G-Eazy - Random,G-Eazy,122738646,7108,2015.0,Pop,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",indie pop rap,oakland hip hop,pop rap
Leopanforte - All I Need,Leopanforte,122674634,134820,2015.0,,,,,
K.I.Z - Hurra die Welt geht unter,K.I.Z,122552205,35870,2015.0,Hip-Hop/Rap,['german hip hop'],german hip hop,Unknown,Unknown
Jorge & Mateus - Sosseguei,Jorge & Mateus,122516233,53749,2015.0,World/Traditional,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",agronejo,arrocha,sertanejo
Migos - Versace (Remix),Migos,122061138,10183,2015.0,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",atl hip hop,hip hop,pop rap
Mac DeMarco - Another One,Mac DeMarco,121996656,95886,2015.0,Electronic/Dance,"['edmonton indie', 'lo-fi indie', 'pov: indie', 'slacker rock']",edmonton indie,lo-fi indie,pov: indie
The 1975 - Love Me,The 1975,121793449,14145,2015.0,Rock,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",modern alternative rock,modern rock,pop
Sido - Astronaut,Sido,121647963,46546,2015.0,,,,,
Alesso - Cool,Alesso,121497490,13516,2015.0,Pop,"['dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",dance pop,edm,pop
Tiësto - Split (Only U),Tiësto,121305654,14825,2015.0,Electronic/Dance,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",big room,brostep,dutch edm
CL - Hello Bitches,CL,121297747,31249,2015.0,Electronic/Dance,"['indietronica', 'metropopolis', 'nu disco', 'shimmer pop']",indietronica,metropopolis,nu disco
The Neighbourhood - Baby Came Home 2 / Valentines,The Neighbourhood,121229105,98710,2015.0,Rock,"['modern alternative rock', 'modern rock', 'pop']",modern alternative rock,modern rock,pop
Mac Miller - 100 Grandkids,Mac Miller,120995812,26925,2015.0,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'rap']",hip hop,pittsburgh rap,rap
Drake - Company,Drake,120990677,25011,2015.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop
blackbear - weak when ur around,blackbear,120957958,11780,2015.0,Hip-Hop/Rap,"['alt z', 'pop']",alt z,pop,Unknown
Future - Trap Niggas,Future,120866418,29589,2015.0,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",atl hip hop,hip hop,rap
Brandon Beal - Twerk It Like Miley,Brandon Beal,120730270,24462,2015.0,Pop,['danish pop'],danish pop,Unknown,Unknown
Alfredo Olivas - Tus Lágrimas,Alfredo Olivas,120651152,57971,2015.0,World/Traditional,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sad sierreno', 'sierreno']",banda,corrido,musica mexicana
MØ - Kamikaze,MØ,120366112,10460,2015.0,,,,,
Drake - Star67,Drake,119835583,19895,2015.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop
Alexio - Tumba la Casa,Alexio,119697236,42781,2015.0,World/Traditional,['reggaeton flow'],reggaeton flow,Unknown,Unknown
Florence + The Machine - What Kind Of Man,Florence + The Machine,119422097,17236,2015.0,Pop,"['baroque pop', 'modern rock', 'neo mellow', 'uk alternative pop']",baroque pop,modern rock,neo mellow
Melanie Martinez - Milk and Cookies,Melanie Martinez,119127835,36574,2015.0,Hip-Hop/Rap,"['alt z', 'electropop', 'pop']",alt z,electropop,pop
Chris Stapleton - Whiskey And You,Chris Stapleton,118906682,49881,2015.0,World/Traditional,"['contemporary country', 'outlaw country']",contemporary country,outlaw country,Unknown
